reconstruction_error,true_class
0.006210486870524924,0
0.017151732993182674,1
0.0003559437660828702,1
0.03986693347312521,0
0.012986729984988893,0
0.0011033802026958195,0
0.0009550474567952707,1
0.004969223143683164,0
0.010244716196015406,0
0.0008069953816643047,0
0.004225655499339561,1
0.032497502520715094,0
0.08244633833843602,0
0.0008621108128453889,0
0.03650122937899296,0
0.0791344539464851,0
0.3696677536608477,0
0.0009927855400427336,0
0.3825027531753121,0
0.01310617430616061,0
0.0009550474567952707,1
0.01548665678267557,0
0.06272608491915153,0
0.027291380473543327,0
0.015428267198041594,0
0.014658986160473803,0
0.012972803791265069,0
0.007535759318963155,0
0.2189446977909986,0
0.0009550487438129268,1
0.0796649999629779,0
0.0678967731362252,0
0.005425679904202289,0
0.004607397579701066,0
0.09892668448464603,0
0.0005198846598511933,0
0.010820544226768496,0
0.014487219064360802,0
0.01298672517883095,0
0.3523229041387874,0
0.004436614771156427,0
0.23927008711722209,0
0.08196826252710084,0
0.012749466260468903,1
0.23927008711722209,0
0.000955050000988131,1
0.01298672517883095,0
0.012970197461178251,0
0.0175750783397398,0
0.23563724675584116,0
0.2232959366246443,0
0.005437793430368148,0
0.0008069953816643047,0
0.0007407600040161301,0
0.004904365518886099,0
0.08356008469820152,0
0.004969235511956088,1
0.014508481047144082,0
0.013164161345337072,0
0.009796726579398032,0
0.24403721211168838,0
0.008057341562422724,0
0.10471784328429042,0
0.00945147426171636,0
0.004904361590352319,0
0.020186022097656516,0
0.06967331627598594,0
0.010244716196015406,0
0.0157580216939484,0
0.010774532625513162,0
0.0225599461553554,0
0.07283787654708275,0
0.010772673210814683,0
0.0010502426795226823,1
0.00490436516492446,0
0.005754136585481164,0
0.0004904781235185922,0
0.004904365915223452,0
0.0753505195792132,0
0.0682190336191655,0
0.07939887667198887,0
0.007206707251960473,0
0.3852123783252054,0
0.015448521605192991,0
0.15223784069597274,1
0.0011172666594342299,0
0.10893984450675498,0
7.614548712149322e-05,1
0.016715058230664256,0
0.009880712508633063,0
0.005145489109561866,1
0.0010599994623984976,0
0.018777651774878605,0
0.015486667763808278,0
0.000955050000988131,1
0.005968049683031885,0
0.0009202555724926593,1
0.38259458900365,0
0.0006826873348222486,0
0.004969233596964328,1
0.08294880585511673,0
0.004969234352338466,1
0.09535732721161919,0
0.24803972369830518,0
0.009513680154953838,0
0.06008239399477532,0
0.37411079116917006,0
0.028873593920260752,0
0.01402154704277382,0
0.013676726371612765,0
0.0009506342570599936,1
0.0001656175872780634,1
0.01298672517883095,0
0.07440480221984594,0
0.009398667290330724,0
0.0001656175872780634,1
0.01298672517883095,0
0.0008136678085201274,0
0.007924543150893172,0
0.004904363173701819,1
0.0008621108128453889,0
0.012986729984988893,0
0.0050308040628686025,0
0.001978324176122222,0
0.01321063466184989,0
0.0009550492370655448,1
0.00018997992722381794,1
0.08531866765762645,0
0.0011386531254356307,0
0.004969234958059974,1
0.016971651333575123,0
0.11746818292810934,1
0.00090321292965419,1
0.0053252231409202985,0
0.02618891858180193,0
0.0008594276159872337,0
0.3787479410005235,0
0.1057673606883384,0
0.18463690553581064,1
0.3971039404860584,0
0.009301079480835785,0
0.03948280623660275,0
0.010632529211914064,1
0.02109048277913965,0
0.0003637646590636263,0
0.013004946928356194,0
0.004969235749254831,0
0.012413141590864239,0
0.0009056539806640709,1
0.38242019709870795,0
0.004720786391525633,0
0.0013643999603413022,0
0.2531170586519126,0
0.0009550498428436352,1
0.010724292199053473,0
0.06200795086123198,0
0.07538646659951917,0
0.04913143658291269,0
0.057163975600855586,0
0.3821620725921398,0
0.012232153150422717,0
0.0008614354497453308,1
0.007631758649083543,0
0.0263510942877865,0
0.01546779329263104,0
0.38317572299398484,0
0.002676917439380286,0
0.015663304476128796,0
0.004349106367687084,0
0.015413523844252036,0
0.004904364529099574,0
0.0003268413083758522,1
0.2450965706349349,0
0.016376739437993015,0
0.07592240652480813,0
0.08507989937589776,0
0.0009550463614380879,1
0.00933070338811262,0
0.01977027156424763,0
0.004265315829409622,0
0.004904363333231034,0
0.01298672517883095,0
0.03937124034083016,0
0.015759012788748215,0
0.04482736848064147,0
0.1285911722578865,0
0.25517276859101223,0
0.0049692371163245165,0
0.045053776141962446,0
0.0067900458632234465,0
0.000897542332101298,1
0.38242019709870795,0
0.10971519801661012,0
0.009363070959154363,0
0.12123278123992211,0
0.008409217630069363,0
0.012162351478869234,0
0.01865563938597751,0
0.028068562915054895,0
0.021607850008382327,0
0.009315211619538138,0
0.013265800491772476,0
0.33300293585584195,0
0.004904351342503445,1
0.0016998901072750024,0
0.35656106700062223,0
0.021080486350070777,0
0.013108302851509905,0
0.38501038946425403,0
0.36112281776026267,0
0.14170347369113498,1
0.008471489822124877,0
0.06667486045490247,0
0.012986729984988893,0
0.01298672517883095,0
0.017864420217192388,0
0.011688600952617534,1
0.0003009896228279801,1
0.012633798386313143,0
0.0053223291418037265,0
0.004969236428742015,1
0.009432510994196043,1
0.023674333758858173,0
0.015600173416187184,0
0.018388699416079315,0
0.029077494576112268,0
0.009396612324126927,0
0.004969237129433078,0
0.006092740202450527,0
0.07637206963635788,0
0.0009550475591520115,1
0.002443569494019506,0
0.057909181160361006,0
0.04810981588162031,0
0.0009550492362200134,1
0.00490436659358489,0
0.010834958503308772,0
0.07158589400584288,0
0.015600175320703324,0
0.00244034348158691,0
0.01298672517883095,0
0.31172702286426807,0
0.0778334581221816,0
0.004835078994664848,1
0.0003015848264990865,1
0.007733919616799376,0
0.005850406625082053,0
0.25320663229344753,0
0.0009325667748563554,0
0.000955046227271628,1
0.025798232603432995,0
0.004904352212837715,0
0.3700944664352777,0
0.21398587636625466,0
0.10185397751186612,0
0.02928773292409391,0
0.004969234088036658,1
0.01298672517883095,0
0.0009550487311465023,1
0.023374270732105785,0
0.006636013749972762,0
0.300214656481091,0
0.027604887145789844,0
0.11369988254245524,0
0.0009032146287959182,1
0.009296132613811972,0
0.11767452504990386,0
0.013017058409247228,0
0.005382043675696399,0
0.008771532282201958,0
0.0665719700246005,0
0.38331290926500694,0
0.013475213702466902,0
0.004288191652018158,0
0.38552254042406114,0
0.005222582705363991,0
0.013164161345337072,0
0.013081780870489784,0
0.0003415904186316807,1
0.15019160918280394,0
0.013162212883933384,0
0.01298672517883095,0
0.0004458999802886113,1
0.004412567967726846,1
0.06907711237113025,1
0.05751931821813875,0
0.3853022814809004,0
0.049533782194569734,0
0.11583457127242633,0
0.015360972481952352,0
0.01203087662806894,0
0.07461745427163642,0
0.049761116595383036,0
0.004904363239391628,0
0.010845433378503574,0
0.022391623853878877,0
0.08136311058895677,0
0.004969234352338466,1
0.0006209114172917506,0
0.004969237385520595,0
0.0009550459797116513,1
0.008245811250011384,0
0.0049692386589914326,1
0.005398059490852915,0
0.0010297887331302317,0
0.0012511895427828748,0
0.05809610593673757,0
0.015675941491428914,0
0.01298672517883095,0
0.0011853578460655754,0
0.004904351364302332,1
0.011450148179416286,0
0.0008594276159872337,0
0.38331290926500694,0
0.0007638425530359157,0
0.013164161345337072,0
0.030729510167542277,0
0.13978421358439092,0
0.0005477394654141674,1
0.01985166800894997,0
0.10667201757185328,0
0.015379470273640353,0
0.3699367452895178,0
0.24387711001421644,0
0.38259458900365,0
0.0009550492362200134,1
0.021982712493619768,0
0.01007405408786856,0
0.14313661320108884,0
0.06901748878876841,0
0.011331096826146336,1
0.1681745482286239,0
0.021627834383540424,0
0.017885383469281393,0
0.16247635171610306,0
0.07622063691961019,0
0.0953835228236704,0
0.08037455772745071,0
0.0008594276159872337,0
0.24440172468741114,0
0.06784413735764006,1
0.01298672517883095,0
0.008769678747816898,0
0.04305292009253041,0
0.0002254862245883667,0
0.08581323709445188,0
0.019095150949508796,0
0.10054679605957687,0
0.005244438396112499,0
0.004969234189138027,1
0.004668651726050946,0
0.261169365893126,0
0.002281828160636814,0
0.0002718970190251027,0
0.17965505012134678,0
0.0012770341420054224,0
0.01950976937131743,0
0.05695719572153705,0
0.0003821291064118568,0
0.026513925894464403,0
0.014462595417121846,0
0.1713562181196237,1
0.023085231688048415,0
0.22542514146724354,0
0.0008069953816643047,0
0.004874880849469363,0
0.01321063466184989,0
0.004969234751174343,1
0.1863332703101367,1
0.004904351342503445,0
0.1140778965040789,0
0.2552102663752299,0
0.0039123759108024925,0
0.05979428335027282,0
0.0070901399341166856,0
0.00025101597027774264,1
0.0034344132780006315,0
0.22159600992865985,0
0.016067533326054727,0
0.008397046169503227,0
0.004969234403918684,1
0.004761040951718572,0
0.009933176978759726,0
0.0001538347313160159,1
0.004969236819189765,0
0.016268890244817712,0
0.015840572313132226,0
0.0998769083743659,0
0.005832302437095242,0
0.007735432893598554,0
0.0061703992357025625,0
0.010803423530617563,0
0.0054957869450656584,0
0.013162301532134229,0
0.0001724379792450326,1
0.0005056483355885987,0
0.010332522440345802,0
0.0008621108128453889,0
0.0009202578942005797,1
0.0010381314891250912,0
0.012986729984988893,0
0.23387519383603653,0
0.34451332654878963,0
0.0007300660662492508,0
0.2868619485680827,0
0.38242019709870795,0
0.004969232318262346,1
0.01657326768389378,0
0.29738697237906403,0
0.00490436814298088,0
0.004969236049900051,0
0.0132931527745019,1
0.0009032104491587593,1
0.00014208442810894982,1
0.004969236428742015,1
0.23124370172403647,0
0.013210710543248228,0
0.3821620725921398,0
0.004031128748733674,0
0.004969240488914586,1
0.3823473147519033,0
0.005162676000423321,0
0.007323327369708813,0
0.013163547771888027,0
0.00016854406582020984,1
0.09931311507870126,0
0.0032295133813754514,0
0.00490436516492446,0
0.010836776209041575,0
0.013003215739413725,0
0.0006826873348222486,0
0.0027895240136735244,0
0.1026160177444564,0
0.004613961441693165,0
0.23019156064345483,0
0.0955827938658499,0
0.004969236428742015,1
0.0005532585522223871,1
0.010765839067384469,0
0.020154619666404194,0
0.1322108089478441,0
0.06628883152429957,0
0.0005762845775472379,1
0.012986729984988893,0
0.00496923315768463,1
0.01022269531635256,1
0.013210822475142117,0
0.38242019709870795,0
0.0002694030746904074,0
0.004904351806081801,1
0.0016785073692647862,0
0.08979583472225512,0
0.012746588505658038,0
0.047148874274557245,0
0.007755731431793695,0
0.012986729984988893,0
0.028768154201034197,0
0.008354438944505571,0
0.0952711055025364,0
0.06008239399477532,0
0.12627377789171165,0
0.004969234308963307,1
0.000364870873271294,1
0.08784763131887724,1
0.20163651971919797,0
0.0009032146287959182,1
0.0021571899988591537,0
0.06428748249165951,0
0.00036987145504499395,1
0.00967525183550523,0
0.004904357269820303,1
0.01298672517883095,0
0.0034575536645650457,0
0.3699367452895178,0
0.013797079659451155,0
0.005804662306066947,0
0.15074292279172516,1
0.2216293359625852,0
0.004978992431676147,1
0.004969234751174343,1
0.029672158073979292,0
0.06784413735764006,1
0.06327353334101933,0
0.00041782304105226635,0
0.05882590908690852,0
0.2905611553275577,0
0.06308252018648881,0
0.2157429968204945,0
0.0008069953816643047,0
0.009829514372686938,0
0.009926302398589224,0
0.11007625512320575,0
0.07424354663327132,0
0.02949851667663197,0
0.037926402761352555,0
0.01298672517883095,0
0.00418576574102533,0
0.012986729984988893,0
0.07439947133916389,0
0.09248626396752063,0
0.016430300690677142,0
0.0520043043965063,0
0.01298672517883095,0
0.07624128583774253,0
0.04976066029154096,0
0.05687528286128654,0
0.050102652794449,1
0.004888656621580625,0
0.01297440418818569,0
0.09745976377135412,0
0.010857357527382335,0
0.00020217555499278084,0
0.05358498996039607,0
0.38242019709870795,0
0.004537077041348901,0
0.014030349565962125,0
0.004904351342503445,0
0.005387681411250122,0
0.030003145433969994,0
0.0906285544954694,0
0.15023732448572602,0
0.26347656035763345,0
0.0076317606873736645,0
0.0009550481900107152,1
0.3446490186635021,0
0.023612903404194783,0
0.08352960564273756,0
0.00490436659358489,0
0.14638813003484036,0
0.016330135107049202,0
0.015360972481952352,0
0.08365370680157545,0
0.010161899336417568,0
0.07586792007671163,0
0.004969236428742015,1
0.012986729984988893,0
0.014413255807798099,0
0.02156772833136435,0
0.047999270414446994,0
0.010051350185290173,0
0.13681003715039602,1
0.0008594276159872337,0
0.00027497258496247647,0
0.08189036779753645,0
0.013048675144682338,0
0.14837855764894706,0
0.3850777974868687,0
0.0006209114172917506,0
0.004874869314854691,1
0.005509125627928292,0
0.06141955659111793,1
0.06154304574736341,0
0.004969232956752316,1
0.21910601040210256,0
0.14092555345718377,0
0.004969223143683164,1
0.04976066029154096,0
0.008453367341135989,0
0.00043761057326839955,0
0.1935402980884834,0
0.01333123647791538,0
0.014971138023193829,0
0.0131074041586288,0
0.013108302851509905,0
0.01298672517883095,0
0.015665954477947365,0
0.0004352830701679703,0
0.3699367452895178,0
0.015534321668142595,0
0.048455380282114026,0
0.010854093488288693,0
0.0900063510953419,0
0.06524768416265207,0
0.42379398767526094,0
0.004259677467017783,0
0.0009032122897287379,1
0.10274106509301759,0
0.0008069953816643047,0
0.22084912783325547,0
0.0009550493249355015,1
0.004969219311055498,1
0.0772650201900148,0
0.01310820855722328,0
0.0008336037320236096,0
0.0034450285754198695,0
0.004969234403918684,1
0.0161751767407655,0
0.006853086012251975,0
0.0008573911176067979,1
0.0008594276159872337,0
0.026902339432698562,0
0.00036466088665480643,1
0.00020424622036737723,1
0.012553145702744874,0
0.057762703926278317,0
0.01298672517883095,0
0.07156102588427922,0
0.10189591509905067,0
0.023976941635947147,0
0.00429588514340834,0
0.00064156784142627,1
0.004969234403918684,1
0.013254824198863376,0
0.0009550465329129046,1
0.007797001516657201,0
0.025385204829448265,0
0.23116511550399038,0
0.25583146644491433,0
0.0007300660662492508,0
0.03138654621509255,0
0.004874864462565901,1
0.009732994035894229,0
0.014798408140237673,0
0.00017219704909663135,1
0.11766478421630047,0
0.0003123802231779155,0
0.10131629398998275,0
0.012855136045907307,0
0.12702368043976364,0
0.0739702452359236,0
0.022221762327450725,0
0.010836778140378714,0
0.00023058643846079872,0
0.012986729984988893,0
0.08998814596128293,0
0.012488154867711845,0
0.24421205421496495,0
0.00554503243177715,0
0.0003334017482127622,1
0.013004946928356194,0
0.012986729984988893,0
0.01853860034746259,0
0.009348974588645184,0
0.004969234958059974,1
0.014661139927912086,0
0.01249474067202361,0
0.012310982550622355,0
0.00496922178538044,0
0.11182538505384444,0
0.03155168495100046,0
0.010783840676887564,0
0.01280981660020586,0
0.3823473147519033,0
0.001392382022698652,0
0.010073112701950961,0
0.03053714943166091,0
0.01463304617694487,0
0.059223354788682465,0
0.0007300660662492508,0
0.010089189307970828,0
0.004780408968474929,1
0.07423301554948593,0
0.010266445518197812,0
0.13481893515710394,0
0.004904365915223452,0
0.22688420790871416,0
0.004969227501033252,1
0.0006093299580174348,1
0.010827428564775468,0
0.012986729984988893,0
0.16166812065055267,1
0.012986785924062548,0
0.08466797630852345,0
0.3826952076888261,0
0.007751549465356328,1
0.0049692358279863945,1
0.00042568879959197745,1
0.004969231982456456,1
0.005906157360501879,0
0.00029874599385769563,1
0.22274522183422424,0
0.005318408378606853,0
0.0007119925654885206,0
0.06854077232144133,0
0.049533782194569734,0
0.2836598043316817,0
0.014626383668769833,0
0.015930445003175295,0
0.004969234041454613,1
0.3571561864724464,0
0.09423926350708806,0
0.004697963639428905,0
0.015004115143769602,0
0.015563192504795535,0
0.004969237129433078,0
0.0018720120595664008,0
0.011859046255819421,0
0.004667957910880761,0
0.0009631889843866596,0
0.00024762798893192647,0
0.23191879029288978,0
0.030992955069823875,0
0.23097802624160113,0
0.010394577098007299,0
0.001007106399702299,0
0.10054685854935859,0
0.0015489888752134085,0
0.000955050000988131,1
0.07657767139273672,1
0.005673720417171487,0
0.21771399671313155,0
0.015384034133623319,0
0.06802619322353717,0
0.31947685942392245,0
0.037914866662244535,0
0.0008320354378827154,1
0.016817043646797456,0
0.020277640700087408,1
0.013109017016125385,0
0.010521209711649963,0
0.00490436659358489,0
0.23106197358257513,0
0.07420912749440856,0
0.07857224798712777,0
0.01351558829790603,0
0.012986729984988893,0
0.0050909230760558515,0
0.012967815575548977,0
0.0008594276159872337,0
0.0049692334818279985,1
0.0009550497921627339,1
0.012272237385616764,1
0.0049692371163245165,0
0.004969234958059974,1
0.3742464117750317,0
0.004489729921041766,0
0.06514858759261477,0
0.012452583876597504,0
0.016144185634678555,0
0.013266615554273173,0
0.004969233810590239,0
0.0009435948972826726,1
0.01071620742275491,0
0.010817320129771631,0
0.00019690878533786034,0
0.01542828333703672,0
0.021886151296892056,0
0.011135983970846442,0
0.05930476356428302,0
0.01273842864639594,0
0.0005772121256630465,0
0.0008568303958066172,1
0.0009550499194431549,1
0.012974566187544742,0
0.013136825720867306,0
0.025750032518839387,0
0.012986729984988893,0
0.0008105496879794961,0
0.012864814132415829,0
0.030345797331114862,0
0.3555370054329399,0
0.000340656943629714,0
0.012986729984988893,0
0.015734001779649776,0
0.009280834777734805,0
0.022648410515030647,0
0.004969234088036658,1
0.028361688333131036,0
0.3742464117750317,0
0.004726765942911418,1
0.01297440418818569,0
0.0005057822830977437,1
0.004256377521613589,0
0.024246492832095255,0
0.013954790692112258,0
0.000955050000988131,1
0.0049692359206108825,0
0.0003361047910114505,1
0.3447893716869041,0
0.0008172251013017827,1
0.010702434276232709,0
0.0049692335979831794,1
0.00122207088933824,0
0.00027183315449466107,1
0.005290881385117129,1
0.0003855228961877947,0
0.016748331191529887,1
0.006313445690837935,0
0.01548666623213914,0
0.0006779640363791175,0
0.00018584893601442454,1
0.00015619651511588942,1
0.0008621108128453889,0
0.000411559927042946,0
0.3699367452895178,0
0.007631761787398505,0
0.01234900481863002,0
0.21154787460388735,0
0.011340664479933574,1
0.012927234511068874,0
0.0009550490487936734,1
0.004969235621636325,1
0.0008069953816643047,0
0.0007794795993895472,0
0.0002696075303654873,1
0.00014338224335584085,1
0.013164022219991314,0
0.3699367452895178,0
0.004904363173701819,1
0.21595861250018528,0
0.08514131038959986,0
0.01298672517883095,0
0.06154717457397137,0
0.34065458843921703,0
0.0006174403475733516,1
0.06868404525136873,0
0.004969234149720415,1
0.0003151970521685397,0
0.21861948586459878,0
0.027467081023094243,0
0.005192670515710302,0
0.047509276644555294,0
0.09886119767057913,0
0.0046233283922263845,0
0.0002936135896421228,0
0.004874869314854691,0
0.0502696760220739,0
0.12181952341073642,0
0.012154373727318394,0
0.006479624088906418,0
0.37589266171016456,0
0.3696677536608477,0
0.0011386531254356307,0
0.3614054512663203,0
0.22650994237846628,0
0.00041460627071008026,0
0.000935196483752442,0
0.031069237576066253,0
0.06616989027163309,0
0.024755959438183612,0
0.0049692348516068895,0
0.012682617744393497,0
0.09519639331691059,0
0.0005572827455853156,1
0.23555346030429208,0
0.022405451752632567,0
0.009908096535475426,0
0.025902648592274854,0
0.010806325447401989,0
0.0008069953816643047,0
0.012986782659747103,0
0.012986729984988893,0
0.1341655603233855,0
0.0009255610743966659,0
0.001008839499803578,0
0.005124024385467733,0
0.013108028773160873,0
0.09527431620447684,0
0.013210561412845283,0
0.004904360570921017,0
0.021061874659722524,0
0.004904363173701819,1
0.000183134027357339,1
0.0009518152801007141,0
0.11351883936510372,0
0.005529905086498179,0
0.010806319037076384,0
0.046993741259503875,0
0.004969234041454613,1
0.004874880626173244,0
0.056935141132505564,0
0.013209502278335401,0
0.00016007304729798538,1
0.004385894425661658,1
0.012117205171704368,0
0.0018327677562114488,0
0.01326813317108214,0
0.008114488115544683,0
0.012972662602454619,0
0.009410466637180452,1
0.004818926481216432,0
0.21369076980563206,1
0.03992694717922265,0
0.004969236896576584,0
0.005603156919774269,0
0.0007119925654885206,0
0.051150226886471244,0
0.001310130314004433,0
0.0008136678085201274,0
0.0009032120909632353,1
0.0011691408524481675,0
0.03167242275827391,0
0.00687123987521015,0
0.06008239399477532,0
0.007796996450806272,0
0.06644329476038935,0
0.02597861462189817,1
0.013165162623201198,0
0.0010022960237722226,0
0.012986729984988893,0
0.11872011517059051,0
0.0009550493251406835,1
0.0007282642387882832,0
0.016779674180566632,0
0.0009860362720103904,0
0.18393787171870943,0
0.013210561412845283,0
0.00026205533364257984,0
0.0014123401978680423,0
0.004969234189138027,1
0.006044667110541871,0
0.0009032133288454504,1
0.008532271547661358,0
0.19477214150810904,1
0.13137332121153608,0
0.003073732785122944,0
0.004874864462565901,0
0.013003215739413725,0
0.0003758942830406369,0
0.2207219944262167,0
0.22874179217527743,0
0.0008594276159872337,0
0.08666228251667896,0
0.09300246826738245,0
0.0009193543864285236,1
0.01757509243091521,0
0.01298672517883095,0
0.005737764606757288,0
0.005949320549840577,0
0.00991991686658399,0
0.06789444900089288,0
0.01096790890380327,0
0.21573165322660806,0
0.024424797005988385,0
0.01298672517883095,0
0.0122708425317184,1
0.0008069953816643047,0
0.00016779542878101036,1
0.01298672517883095,0
0.09730870752319468,0
0.0012770341420054224,0
0.07398403021772765,0
0.024249344599468734,0
0.13564883357294008,0
0.004168487846628319,0
0.01111093806611964,0
0.06256102433474904,0
0.004969233488544974,1
0.003138190734022847,0
0.015448526035381889,0
0.3699367452895178,0
0.050236544768195106,0
0.004969234125246202,1
0.20829565982407044,0
0.020042424532746773,0
0.004904364984418113,0
0.06126521600923807,0
0.10621631925729438,0
0.0002842481570479898,1
0.025740461881016894,0
0.013164262494594044,0
0.0175750783397398,0
0.013109250498539816,0
0.0011172666594342299,0
0.004904363883139409,0
0.00038481113148488606,1
0.38331290926500694,0
0.0377502281632576,0
0.05903431124984691,0
0.051379403506055715,0
0.2213355362260941,0
0.019405478423133525,0
0.012313696872224635,0
0.031302530872162296,0
0.01316446502203459,0
0.005693536895525095,1
0.0191512812488091,0
0.17181945885637995,0
0.2407102714735021,0
0.0368740967211012,0
0.01298672517883095,0
0.3699367452895178,0
0.01444080021333796,0
0.0008594276159872337,0
0.016966951937042583,0
0.0357193278668523,0
0.1374933429575024,0
0.0008069953816643047,0
0.3614054512663203,0
0.004904366132855974,0
0.2915799183688772,0
0.009820874445784293,0
0.012974239514438034,0
0.2921495515361364,0
0.02270478270056811,0
0.004628022047846728,0
0.012986676728841805,0
0.035364849471025535,1
0.027579093286635,0
0.005837974228891615,0
0.020223200429516947,0
0.004822239265532963,1
0.01579660074969341,0
0.38242019709870795,0
0.004969234403918684,1
0.006170833188730758,0
0.018226707922640955,0
0.00028488105839163746,0
0.23214679040164726,0
0.23927008711722209,0
0.04860890149687124,0
0.38228458243436203,0
0.012986782659747103,0
0.1498418258903975,0
0.0004245111506170168,0
0.08362297039034922,0
0.003221801941739414,0
0.0002626362182923997,0
0.013162212883933384,0
0.010974466582264914,0
0.00496923532729459,1
0.008095426617489855,0
0.029267374205168402,0
0.20503025374281203,0
0.011570239857860345,0
0.03524942389101646,0
0.014684833367892532,0
0.00991991686658399,0
0.0010239571538339866,0
0.00945147426171636,0
0.3821620725921398,0
0.007924221253978774,0
0.01298672517883095,0
0.009619563323958434,0
0.005542419257537114,0
0.024814510684886423,0
0.004969237497259401,1
0.010721338483058377,0
0.1318431039421488,0
0.0004177090389825571,1
0.01298672517883095,0
0.005314476751422435,0
0.04688754483726389,1
0.02279897955712561,0
0.010332522440345802,0
0.07722519348288324,0
0.012986729984988893,0
0.3825027531753121,0
0.005495138505298317,0
0.02698939841782052,0
0.01264433027228302,0
0.0009550483052683972,1
0.2249234458801049,0
0.02830090835259361,0
0.0005075577181504032,1
0.012986729984988893,0
0.013164359980354517,0
0.009378429344041688,0
0.3826952076888261,0
0.011994580256890777,1
0.06427646176272385,1
0.00014803067704385943,1
0.0008593551593852635,1
0.295297505103594,0
0.016254078839694715,0
0.34079410916485353,0
0.02100305339154751,0
0.0021083501826778977,0
0.0006765493143613475,0
0.0198372853736958,1
0.027059421147534873,0
0.22491340902012744,0
0.015473756494117339,0
0.10874607082508128,0
0.0009550469775607393,1
0.012986729984988893,0
0.001007106399702299,0
0.0008149189203950066,1
0.004904351342503445,1
0.004969234189138027,1
0.0009550498428436352,1
0.38242019709870795,0
0.00015383520325216066,1
0.0001709259904981509,0
0.013266537605487676,0
