reconstruction_error,true_class,predict_softmax
0.0009552037284437309,1,1
0.04392603618101792,0,0
0.04563945720635895,0,0
0.000399282755470908,1,1
0.047339456095514564,0,0
0.010721131660802815,0,0
0.0008568320548069788,1,1
0.07892855416244927,0,0
0.04617195005524293,0,0
0.0003453209366336812,0,0
0.0008568291976692828,1,1
0.12116436409859674,0,0
0.0008568315731276573,1,1
0.10561914047186086,0,0
0.0008568310227492608,1,1
0.00017421497288024857,1,1
0.00085683193062832,1,1
0.14422745580618565,0,0
0.18363191540309048,0,0
0.0008569014630226803,1,1
0.00034955737939906204,1,1
0.00016777187422882425,0,0
0.0008568286198100594,1,1
0.0889712029649619,0,0
0.0595431744369191,0,0
0.0008568302498337656,1,1
0.046674513394776636,0,0
0.10033584383746777,0,0
0.0902444581412459,0,0
0.04611848556374471,0,0
0.0008568296185262344,1,1
0.1454276935094396,0,0
0.055797623005730414,1,1
0.4269108037469756,0,0
0.09189321682351936,1,1
0.0008568274185094167,1,1
0.08362842248605248,0,0
0.06428977248275465,1,1
0.0008568300164633628,1,1
0.0008568456870790866,1,1
0.04794772445601105,0,0
0.000856971479501185,1,1
0.06352488215940445,0,0
0.0008568290160352745,1,1
0.0008568291625001377,1,1
0.0319751896555112,0,0
0.04345291984857153,1,1
0.04235507543112973,0,0
0.12109294809704557,0,0
0.08022911575376013,0,0
0.04476089569695051,0,0
0.000856838297140708,1,1
0.05631984602763551,0,0
0.0008571457788264396,1,1
0.011570236678958581,0,0
0.0009005698240047366,1,1
0.00027316890251845495,1,1
0.0008568315953181052,1,1
0.0008571431969623335,1,1
0.0002647236450616268,1,1
0.0002573609942835789,1,1
0.14347845839557596,0,0
0.0005622848549926182,1,1
0.3847465093585952,0,0
0.007797872104727428,0,0
0.0008577155128039571,1,1
0.0008592779475325864,1,1
0.048158136746184306,0,0
0.009101461705432018,0,0
0.07427578679194997,0,0
0.004450601721916458,1,0
0.0003388177988620817,1,1
0.0008568299613546769,1,1
0.12394901304786843,0,0
0.0002449626657812209,1,1
0.0697977871239675,0,0
0.0006038320594471734,0,0
0.0008568293162449445,1,1
0.0010590377052012248,1,1
0.0003553359272230319,1,1
0.02873751721488748,0,0
0.04591221519634189,0,0
0.0007036538893169195,1,1
0.0004256882429398905,1,1
0.0008568275690120894,1,1
0.0008568299973181997,1,1
0.028752586630142418,1,1
0.000903212961429022,1,1
0.19955643536516887,1,1
0.048693230686625656,0,0
0.04675011857174929,0,0
0.025224880722187055,0,0
0.01147671992231868,1,1
0.0008568352429808063,1,1
0.20777653039360217,1,1
0.08403833408791807,0,0
0.010159642288856435,1,1
0.22828594581610293,0,0
0.05995600410225225,0,0
0.00013953850436990994,1,1
0.0003118967753264921,1,1
0.000856829793630866,1,1
0.0008569079720865307,1,1
0.0009552032444811853,1,1
0.025157660064997218,1,1
0.03645256322381173,0,0
0.0006092985547144158,1,1
0.00915724199208803,0,0
0.026220031974577025,0,0
0.016676556311745912,1,1
0.04780759787609829,0,0
0.24728009861077896,0,0
0.024234424580672206,0,0
0.0009550485773383226,1,1
0.046088201255553775,0,0
0.04841776055522548,0,0
0.0008592416404333683,1,1
0.046888776426624916,0,0
0.004736814571456572,1,1
0.0010500014361767272,0,0
0.048888882159002105,0,0
0.032324900114479256,1,1
0.0003586769459803778,1,1
0.0006170843260573031,1,1
0.0009202560176725101,1,1
0.0003776919598375921,1,1
0.046372437283079486,0,0
0.0997784114313369,0,0
0.0008568314252438116,1,1
0.0009550472357859294,1,1
0.0008036169744448784,1,1
0.0008568295087904196,1,1
0.008295909360885588,1,0
0.0008568307705435353,1,1
0.06704319198871728,0,0
0.026801244050020805,0,0
0.0008568328076997216,1,1
0.0005045283084951104,1,1
0.0008568347282381985,1,1
0.05223354470067608,0,0
0.11250977040652677,0,0
0.011191087717276636,1,1
0.012461253893511723,0,0
0.04616882991755694,0,0
0.06731163423164359,0,0
0.00018403501217788244,1,1
0.1146814760817617,0,0
0.0008568293274699599,1,1
0.0008568278178008802,1,1
0.0003545473515702361,1,1
0.013599116892229169,0,0
0.0008568476386973148,1,1
0.09571469533441906,0,0
0.11676482392844227,0,0
0.00028729150158583993,1,1
0.1010421991952743,0,0
0.10753360490252517,0,0
0.0001670468858271404,0,0
0.033343791758646955,0,0
0.056898179092854495,0,0
0.009375646495225232,0,0
0.0108520176457956,0,0
0.02356889854780127,0,0
0.06075520625470138,0,0
0.00012956361379300142,1,1
0.07441322626502885,0,0
0.0008568585287978537,1,1
0.04776939010714939,0,0
0.03786173559501715,0,0
0.0008592644532118003,1,1
0.0011172291032628446,0,0
0.09576941396772137,0,0
0.07771286140444646,0,0
0.04966034638926826,0,0
0.0008701037855673236,1,1
0.0008568310154010951,1,1
0.0187397598493683,1,1
0.044429650893272866,0,0
0.09252299320575302,0,0
0.0010070460120830402,0,0
0.05738997613116988,0,0
0.001904404536084831,1,1
0.08782616172974178,0,0
0.0107413797616701,0,0
0.0008568317942137553,1,1
0.00015965290985412798,1,1
0.00046769839827271695,1,1
0.07856551050216387,0,0
0.0008149172805729211,1,1
0.012232105478669115,0,0
0.030430382705565508,0,0
0.0008568314982483658,1,1
0.031086331304646983,0,0
0.0008568522243353992,1,1
0.13805042450831886,0,0
0.07263272163464367,0,0
0.04072270520813292,0,0
0.07343468605682246,0,0
0.07238138407346392,0,0
0.0008568308895952593,1,1
0.08834303767100098,0,0
0.00018975837707013358,1,1
0.0008568305505489445,1,1
0.0006418215208400902,1,1
0.009755142184910779,1,1
0.0002294101342293085,1,1
0.0004257897039130749,1,1
0.0023512683308137545,1,1
0.024955899276439406,0,0
0.10446250668182189,0,0
0.09236701305824546,0,0
0.0008568300567426066,1,1
0.045988547290342435,0,0
0.00042568905975732505,1,1
0.13430113521324838,0,0
0.0008568304094174351,1,1
0.0003264889534121751,1,1
0.02093421318533458,0,0
0.0008592461429116385,1,1
0.0008192473678247198,1,1
0.0008568315411823764,1,1
0.0948358543184098,0,0
0.0008568284915617542,1,1
0.000856827475687727,1,1
0.00013945850652900441,1,1
0.26622647036529967,0,0
0.1168528568594954,0,0
0.0008568297270261068,1,1
0.04664758084215734,0,0
0.0008568285753369089,1,1
0.0008568282242874281,1,1
0.0107413797616701,0,0
0.00019057759873186575,1,1
0.0008568317408380813,1,1
0.21595948319895641,0,0
0.0008568302907726752,1,1
0.047761220910953,0,0
0.0047494579458195,1,1
0.01482230224241083,0,0
0.0008568321882274614,1,1
0.08676870411369217,0,0
0.0006237529186178587,1,1
0.00036990892587814207,1,1
0.21667798361469448,1,1
0.03262387279346356,0,0
0.0008568453791021343,1,1
0.06619541468706311,0,0
0.0008568309842143253,1,1
0.05897361929388936,0,0
0.04759083019729615,0,0
0.000856829698069093,1,1
0.030545609566280243,0,0
0.00016950971718177174,1,1
0.005848419993953885,0,0
0.1378054555488372,0,0
0.135887896966525,0,0
0.0008568279538230015,1,1
0.0920696129442209,0,0
0.13640368707535508,0,0
0.00087444231358422,1,1
0.01211572111224706,0,0
0.00965067497792755,0,0
0.01698444729323185,0,0
0.00033802879412938506,1,1
0.0008346613575965042,1,1
0.045620390781281966,0,0
0.07339416030684912,0,0
0.0006720819671355611,1,1
0.00023327801762908646,1,1
0.0008568721141108245,1,1
0.0005993406386122709,1,1
0.0008568278112088147,1,1
0.12896724920717179,0,0
0.10381586899730207,0,0
0.0008569246657451669,1,1
0.09364772892722156,0,0
0.010782777063671471,0,0
0.1172711638970745,0,0
0.05945751981509559,0,0
0.046177264160341173,0,0
0.030248313607192524,0,0
0.0008568643019690053,1,1
0.0008568319594657266,1,1
0.09497838531932805,0,0
0.1159927026483666,0,0
0.023159127133762406,0,0
0.01770306421273691,0,0
0.000856849650018677,1,1
0.0010590377052012248,1,1
0.1094150272462511,0,0
0.0008569098850450664,1,1
0.00011726717248383983,1,1
0.0002155740573632538,1,1
0.0108483046271609,0,0
0.0005442713109962033,1,1
0.059910927392035906,0,0
0.045582096790309216,0,0
0.0001455376995266974,1,1
0.01298672517883095,0,0
0.010856491490665096,0,0
0.049541667692751805,0,0
0.11761047670585208,0,0
0.308204697634965,0,0
0.0005099462871283744,1,1
0.05735323625213334,0,0
0.048199745358440245,1,1
0.0010590377052012248,1,1
0.12068456995763918,0,0
0.0008568402541023536,1,1
0.04754654660691149,0,0
0.0008568268634378636,1,1
0.21334444242611195,0,0
0.012986782659747103,0,0
0.07836612807685732,0,0
0.041342232372421045,0,0
0.027708581182578313,0,0
0.011570236678958581,0,0
0.08276363626154258,0,0
0.13703775542874236,0,0
0.04574027973210594,0,0
0.0008568287645381087,1,1
0.016678561384355233,0,0
0.010783844110223876,0,0
0.0008568290448051728,1,1
0.0008568285311172861,1,1
0.03125184695758789,0,0
0.000856829727564502,1,1
0.12572747479238414,0,0
0.0007007188131721036,1,1
0.04882723723814602,0,0
0.14232348542184997,0,0
0.04718831391495628,0,0
0.06441550190715391,0,0
0.04618195146141424,0,0
0.0008568280303442495,1,1
0.01018047820748649,1,1
0.12183731912440836,0,0
0.16780140833374352,1,1
0.0008568320818897546,1,1
0.0008573106959966681,1,1
0.0008568403654250622,1,1
0.0006177781393413622,1,1
0.14415467875914542,0,0
0.05620992097258695,0,0
0.00357958752874929,1,1
0.00026783409367693486,1,1
0.0008568304749074756,1,1
0.0008568308877832336,1,1
0.028357407747512036,0,0
0.0313910511821937,0,0
0.0840005413810582,0,0
0.09515933305640674,0,0
0.0006177819252352771,1,1
0.024563638074684892,0,0
0.0022846820191563533,1,1
0.0008568291338770963,1,1
0.0026411130604366796,1,1
0.00017542870189665962,1,1
0.012306547181547584,0,0
0.0009860806983292172,1,0
0.06647742384294766,0,0
0.04795026823851598,0,0
0.000698515066340161,1,1
0.0006093001136035179,1,1
0.0005202392728848536,1,1
0.39893605243378355,0,0
0.0008568448891879669,1,1
0.09679298631205034,0,0
0.08406357784598822,0,0
0.046721461205686605,0,0
0.00018342361329815686,1,1
0.00017027883913868042,1,1
0.0002514589661548078,1,1
0.0006722597938445657,1,1
0.000955047931858045,1,1
0.012986782659747103,0,0
0.0008569097967849946,1,1
0.012656856502967282,0,0
0.017621735579688543,1,1
0.006800593125051847,1,1
0.00018405272892640305,1,1
0.0008568317780616634,1,1
0.2079120649929705,1,1
0.00302584549264359,1,1
0.0008592383379558133,1,1
0.0008568334589713455,1,1
0.04512788551813817,0,0
0.0008568291150265674,1,1
0.050783435468995226,0,0
0.00027315103105969145,1,1
0.010741106333357725,0,0
0.04484473816936135,0,0
0.0008568300469754332,1,1
0.08271107194717849,0,0
0.09252299320575302,0,0
0.08340196360415747,0,0
0.07944955449258045,0,0
0.07814401902226119,1,1
0.0008568307941436903,1,1
0.044629052458144566,0,0
0.0484068473457613,0,0
0.0008568292681978913,1,1
0.09382648777682397,0,0
0.0008728540033912938,1,1
0.0008568307324220594,1,1
0.05960620663901019,0,0
0.024245722548775585,0,0
0.0008568290202958101,1,1
0.0008568339344262395,1,1
0.04679417712810793,0,0
0.0002936578048780234,1,1
0.09248726749396222,0,0
0.051447234745390744,0,0
0.0008568300965598666,1,1
0.14121288169199628,0,0
0.04155838065177877,0,0
0.0005797440121305176,1,1
0.04609298946930611,0,0
0.14841728555457398,0,0
0.0008568310856657856,1,1
0.04891535844228497,0,0
0.012965220270236258,0,0
0.3856510135314488,0,0
0.0009118784933713039,0,0
0.010844629880339685,0,0
0.10351884093169668,0,0
0.04692366571932403,0,0
0.0008568306265389981,1,1
0.0008568433776965403,1,1
0.0789049076934253,0,0
0.0008568311514646835,1,1
0.030497784361039993,0,0
0.0005667595196797073,1,1
0.0009286812031991886,1,1
0.09756886547681835,0,0
0.0008568312806620061,1,1
0.04550038628587941,0,0
0.0009550485155953428,1,1
0.024993801509543254,0,0
0.0008569084757145101,1,1
46.34839242972664,0,0
0.2022462565220665,0,1
0.013232867710855524,1,1
