 src_bytes, service, dst_bytes, diff_srv_rate, flag, same_srv_rate, dst_host_srv_count, dst_host_same_srv_rate, dst_host_diff_srv_rate, dst_host_serror_rate, classification.
43,domain_u,71,0.0,SF,1.0,254,1.0,0.01,0.0,normal
88382,ftp_data,0,0.0,SF,1.0,114,0.38,0.01,0.0,normal
0,private,0,0.06,S0,0.06,8,0.03,0.06,1.0,Anormal
277,http,4968,0.0,SF,1.0,255,1.0,0.0,0.0,normal
321,http,2715,0.0,SF,1.0,255,1.0,0.0,0.03,normal
335,http,3228,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,mtp,0,0.06,REJ,0.03,8,0.03,0.06,0.0,Anormal
234,http,3236,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,systat,0,0.06,S0,0.02,6,0.02,0.07,1.0,Anormal
54540,http,8314,0.0,SF,1.0,250,0.98,0.01,0.0,Anormal
0,telnet,0,0.0,S0,1.0,86,0.34,0.03,1.0,Anormal
46,private,45,0.0,SF,1.0,255,1.0,0.0,0.0,normal
318,http,488,0.0,SF,1.0,156,1.0,0.0,0.0,normal
256,http,4926,0.0,SF,1.0,241,0.95,0.02,0.0,normal
0,iso_tsap,0,0.06,REJ,0.03,7,0.03,0.07,0.0,Anormal
0,private,0,0.08,REJ,0.01,3,0.01,0.08,0.0,Anormal
160,ftp,599,0.0,SF,1.0,37,0.15,0.02,0.0,Anormal
229,http,509,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,imap4,0,0.06,REJ,0.03,8,0.03,0.06,0.0,Anormal
105,private,146,0.0,SF,1.0,9,1.0,0.0,0.0,Anormal
0,telnet,44,0.0,SF,1.0,217,0.85,0.03,0.33,Anormal
282,http,396,0.0,SF,1.0,255,1.0,0.0,0.0,normal
28,pop_3,93,0.0,SF,1.0,249,0.98,0.02,0.0,Anormal
283618,ftp_data,0,0.0,SF,1.0,10,0.86,0.29,0.0,Anormal
233,http,2239,0.0,SF,1.0,197,0.77,0.02,0.0,normal
257,http,8712,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,other,0,1.0,REJ,0.0,1,0.0,0.96,0.1,Anormal
214,http,645,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,telnet,0,1.0,REJ,0.25,85,0.29,0.05,0.02,Anormal
0,private,0,0.06,REJ,0.12,13,0.05,0.07,0.0,Anormal
0,smtp,0,0.06,S0,0.01,1,0.0,0.05,1.0,Anormal
203,http,651,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.06,REJ,0.06,14,0.05,0.07,0.0,Anormal
0,smtp,83,0.0,SF,1.0,146,0.8,0.07,0.0,normal
307,http,484,0.0,SF,1.0,255,1.0,0.0,0.0,normal
320,http,1667,0.0,SF,1.0,253,1.0,0.0,0.0,normal
0,csnet_ns,0,0.06,REJ,0.01,3,0.01,0.06,0.0,Anormal
215,http,430,0.0,SF,1.0,255,1.0,0.0,0.0,normal
358,http,3691,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,telnet,15,0.0,SF,1.0,67,0.26,0.03,0.0,Anormal
270,http,1332,0.0,SF,1.0,255,1.0,0.0,0.0,normal
337,http,283,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.06,REJ,0.07,19,0.07,0.06,0.01,Anormal
0,private,0,0.07,REJ,0.03,6,0.02,0.07,0.0,Anormal
1480,ecr_i,0,0.0,SF,1.0,25,1.0,0.0,0.0,Anormal
219,http,1310,0.0,SF,1.0,251,1.0,0.0,0.0,normal
258,http,1012,0.0,SF,1.0,255,1.0,0.0,0.0,normal
324,http,1093,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,finger,0,0.07,RSTO,0.33,62,0.24,0.11,0.0,Anormal
0,pop_3,36,1.0,RSTO,0.33,60,0.24,0.03,0.0,Anormal
236,http,10503,0.0,SF,1.0,255,1.0,0.0,0.0,normal
1699,ftp_data,0,0.0,SF,1.0,7,0.19,0.11,0.0,normal
327,http,910,0.0,SF,1.0,255,1.0,0.0,0.0,normal
303,http,2789,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.06,REJ,0.04,4,0.02,0.06,0.0,Anormal
0,other,0,0.0,REJ,1.0,13,0.05,0.02,0.0,Anormal
28,pop_3,93,0.0,SF,1.0,254,1.0,0.01,0.0,Anormal
0,smtp,83,0.0,SF,1.0,25,0.23,0.13,0.0,normal
282,http,4532,0.0,SF,1.0,255,1.0,0.0,0.0,normal
44,domain_u,113,0.0,SF,1.0,253,0.99,0.01,0.0,normal
0,private,0,0.0,SH,1.0,1,0.03,1.0,1.0,Anormal
0,uucp,0,0.07,RSTO,0.06,7,0.03,0.06,0.0,Anormal
0,other,0,1.0,S0,0.0,1,0.0,1.0,0.01,Anormal
26,ftp,157,0.0,SF,1.0,71,0.46,0.03,0.0,Anormal
0,private,0,0.07,REJ,0.03,6,0.02,0.07,0.0,Anormal
0,private,0,0.08,REJ,0.14,15,0.06,0.06,0.0,Anormal
995,smtp,330,0.0,SF,1.0,42,0.66,0.05,0.0,normal
0,private,0,0.07,REJ,0.05,12,0.05,0.07,0.0,Anormal
197,telnet,1608,0.0,SF,1.0,32,0.13,0.03,0.0,Anormal
197,http,1830,0.0,SF,1.0,229,1.0,0.0,0.0,normal
0,private,0,0.06,REJ,0.09,10,0.04,0.05,0.0,Anormal
230,http,843,0.0,SF,1.0,255,1.0,0.0,0.0,normal
161,http,14086,0.0,SF,1.0,151,1.0,0.0,0.0,normal
0,private,0,0.07,REJ,0.07,15,0.06,0.08,0.0,Anormal
0,telnet,15,0.0,SF,1.0,69,0.27,0.03,0.0,Anormal
0,telnet,15,0.0,SF,1.0,60,0.24,0.04,0.0,Anormal
224,http,278,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.07,S0,0.08,20,0.08,0.07,1.0,Anormal
321,http,372,0.0,SF,1.0,255,1.0,0.0,0.0,normal
1032,ecr_i,0,0.0,SF,1.0,254,1.0,0.01,0.0,Anormal
0,whois,0,0.06,REJ,0.06,17,0.07,0.07,0.0,Anormal
48,private,0,0.0,SF,1.0,254,1.0,0.01,0.0,Anormal
303,http,289,0.0,SF,1.0,255,1.0,0.0,0.0,normal
508,ecr_i,0,0.0,SF,1.0,192,0.75,0.02,0.0,Anormal
0,private,0,0.0,SH,1.0,1,0.01,1.0,1.0,Anormal
0,private,0,0.05,REJ,0.09,12,0.05,0.06,0.0,Anormal
8,finger,447,0.0,SF,1.0,10,0.04,0.31,0.01,normal
43,domain_u,78,0.01,SF,1.0,254,1.0,0.01,0.0,normal
124,telnet,174,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
0,private,0,0.07,REJ,0.01,2,0.01,0.08,0.02,Anormal
257,http,633,0.0,SF,1.0,255,1.0,0.0,0.0,normal
42,domain_u,42,0.0,SF,1.0,220,1.0,0.0,0.0,normal
42,domain_u,42,0.0,SF,1.0,255,1.0,0.0,0.0,normal
219,http,5881,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,telnet,44,0.0,S3,1.0,117,0.46,0.02,0.53,Anormal
260,http,4027,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,telnet,44,0.0,SF,1.0,169,0.66,0.31,0.5,Anormal
357,http,247,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.06,REJ,0.09,19,0.07,0.07,0.0,Anormal
43,private,0,0.0,SF,1.0,254,1.0,0.01,0.0,Anormal
0,imap4,44,0.67,RSTO,0.33,59,0.24,0.03,0.0,Anormal
218,http,287,0.0,SF,1.0,255,1.0,0.0,0.0,normal
290,http,2267,0.0,SF,1.0,254,1.0,0.0,0.0,normal
42,domain_u,42,0.0,SF,1.0,252,0.99,0.01,0.0,normal
0,private,0,0.06,REJ,0.04,5,0.02,0.05,0.0,Anormal
0,private,0,0.07,REJ,0.03,7,0.03,0.07,0.0,Anormal
72564,http,0,0.0,RSTR,1.0,237,0.93,0.01,0.0,Anormal
8,eco_i,0,0.0,SF,1.0,98,1.0,0.0,0.0,Anormal
0,telnet,0,0.0,S0,1.0,85,0.34,0.02,1.0,Anormal
0,private,0,0.06,REJ,0.05,5,0.02,0.06,0.0,Anormal
244,http,8745,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,telnet,44,0.0,SF,1.0,191,0.75,0.24,0.5,Anormal
124,telnet,188,0.0,RSTO,1.0,254,1.0,0.01,0.01,Anormal
0,private,0,0.06,S0,0.04,8,0.03,0.07,1.0,Anormal
1480,ecr_i,0,0.0,SF,1.0,23,0.01,1.0,0.99,Anormal
2599,smtp,293,0.0,SF,1.0,203,0.8,0.13,0.0,Anormal
226,http,651,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.06,REJ,0.04,11,0.04,0.07,0.0,Anormal
0,telnet,15,0.0,SF,1.0,19,0.07,0.82,0.0,Anormal
0,mtp,0,0.06,REJ,0.06,18,0.07,0.06,0.0,Anormal
0,netbios_ns,0,0.08,S0,0.11,19,0.07,0.08,1.0,Anormal
0,private,0,0.06,S0,0.07,14,0.05,0.07,1.0,Anormal
0,private,0,0.06,REJ,0.01,3,0.01,0.06,0.0,Anormal
0,systat,0,0.07,S0,0.08,20,0.08,0.08,1.0,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,1.0,0.04,Anormal
0,private,0,0.07,RSTO,0.01,1,0.0,0.07,0.0,Anormal
162,ftp,601,0.0,SF,1.0,43,0.17,0.03,0.27,Anormal
0,imap4,0,0.07,S0,0.08,9,0.04,0.06,1.0,Anormal
0,private,0,0.06,S0,0.03,7,0.03,0.07,1.0,Anormal
158,ftp,595,0.0,SF,1.0,4,0.02,0.21,0.0,Anormal
313,http,8558,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.11,S0,0.03,5,0.02,0.1,1.0,Anormal
0,telnet,44,0.0,SF,1.0,187,0.73,0.02,0.39,Anormal
285,http,26746,0.0,SF,1.0,255,1.0,0.0,0.01,normal
0,private,0,0.07,REJ,0.01,2,0.01,0.06,0.0,Anormal
0,private,0,0.06,REJ,0.05,14,0.05,0.06,0.0,Anormal
69644,http,0,0.0,RSTR,1.0,237,0.93,0.01,0.0,Anormal
293,http,771,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,1.0,REJ,0.0,1,0.0,1.0,0.02,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,1.0,0.04,Anormal
121,telnet,174,0.0,SF,1.0,120,0.47,0.02,0.0,Anormal
4030,smtp,332,0.0,SF,1.0,102,0.56,0.03,0.0,normal
508,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
44,domain_u,44,0.0,SF,1.0,255,1.0,0.0,0.0,normal
274,http,11522,0.0,SF,1.0,255,1.0,0.0,0.0,normal
205,http,398,0.0,SF,1.0,255,1.0,0.0,0.0,normal
44,domain_u,44,0.0,SF,1.0,254,1.0,0.01,0.0,normal
26,pop_3,93,0.0,SF,1.0,246,0.96,0.02,0.0,Anormal
0,private,0,0.06,REJ,0.01,1,0.0,0.06,0.0,Anormal
0,link,0,0.06,REJ,0.07,17,0.07,0.07,0.0,Anormal
45,domain_u,45,0.01,SF,1.0,254,1.0,0.01,0.0,normal
0,private,0,0.06,REJ,0.12,17,0.07,0.06,0.0,Anormal
389,http,1071,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,telnet,44,0.0,SF,1.0,190,0.75,0.02,0.38,Anormal
0,finger,0,0.06,RSTO,0.06,13,0.05,0.07,0.0,Anormal
22568,smtp,337,0.0,SF,1.0,178,0.77,0.04,0.0,normal
321,http,3413,0.0,SF,1.0,255,1.0,0.0,0.0,normal
44,domain_u,44,0.0,SF,1.0,240,0.94,0.01,0.0,normal
360,ftp,1172,0.0,SF,1.0,89,0.35,0.02,0.0,normal
26,ftp,157,0.0,SF,1.0,107,0.49,0.03,0.0,Anormal
0,Z39_50,0,0.07,REJ,0.02,4,0.02,0.08,0.0,Anormal
105,private,146,0.0,SF,1.0,191,0.99,0.01,0.0,Anormal
0,telnet,15,0.0,RSTO,1.0,87,0.34,0.05,0.0,Anormal
217,http,668,0.0,SF,1.0,231,1.0,0.0,0.0,normal
0,http,0,0.0,S0,1.0,255,1.0,0.0,0.65,Anormal
197,http,6356,0.0,SF,1.0,255,1.0,0.0,0.0,normal
280,http,303,0.0,SF,1.0,250,0.98,0.01,0.0,normal
0,other,0,1.0,REJ,0.0,1,0.0,1.0,0.03,Anormal
0,whois,0,0.07,REJ,0.04,9,0.04,0.07,0.0,Anormal
0,telnet,44,0.0,S3,1.0,141,0.55,0.41,0.44,Anormal
353,http,1203,0.0,SF,1.0,255,1.0,0.0,0.0,normal
245,http,351,0.0,SF,1.0,255,1.0,0.0,0.0,normal
72564,http,0,0.0,RSTR,1.0,244,0.96,0.01,0.02,Anormal
12,ftp_data,0,0.0,SF,1.0,7,1.0,0.0,0.0,Anormal
326,http,3942,0.0,SF,1.0,255,1.0,0.0,0.0,normal
276,http,1183,0.0,SF,1.0,172,1.0,0.0,0.0,normal
105,private,0,0.0,SF,1.0,51,0.98,0.04,0.0,normal
1008,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
283,http,3160,0.0,SF,1.0,255,1.0,0.0,0.0,normal
33,domain_u,0,0.0,SF,1.0,11,0.04,0.03,0.0,normal
227,http,1699,0.0,SF,1.0,255,1.0,0.0,0.0,normal
43,private,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
211,http,14210,0.0,SF,1.0,255,1.0,0.0,0.0,normal
230,http,327,0.0,SF,1.0,255,1.0,0.0,0.0,normal
53,private,50,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.07,REJ,0.02,3,0.01,0.07,0.0,Anormal
258,http,2007,0.0,SF,1.0,255,1.0,0.0,0.0,normal
54540,http,8314,0.0,SF,1.0,254,1.0,0.01,0.0,Anormal
276,http,1973,0.0,SF,1.0,255,1.0,0.0,0.01,normal
0,private,0,0.05,S0,0.07,11,0.19,0.09,1.0,Anormal
44,domain_u,71,0.01,SF,0.99,254,1.0,0.01,0.0,normal
234,http,773,0.0,SF,1.0,255,1.0,0.0,0.0,normal
53,private,53,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,sunrpc,0,0.0,REJ,1.0,11,0.04,0.03,0.0,Anormal
12,ftp_data,0,0.0,SF,1.0,7,0.88,0.25,0.0,Anormal
306,http,55311,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,auth,0,0.06,REJ,0.05,10,0.04,0.06,0.0,Anormal
1480,ecr_i,0,0.0,SF,1.0,39,1.0,0.0,0.0,Anormal
0,http,0,0.0,S0,1.0,255,1.0,0.0,0.05,Anormal
53,private,50,0.0,SF,1.0,255,1.0,0.0,0.0,normal
57964,http,0,0.0,RSTR,1.0,255,1.0,0.0,0.0,Anormal
0,telnet,0,0.0,SF,1.0,128,0.5,0.01,0.0,Anormal
1376,smtp,343,0.0,SF,1.0,65,0.68,0.04,0.0,normal
44,domain_u,44,0.0,SF,1.0,254,1.0,0.01,0.0,normal
0,http,0,0.0,S0,1.0,255,1.0,0.0,0.14,Anormal
0,private,0,0.07,REJ,0.1,12,0.05,0.06,0.0,Anormal
0,private,0,0.07,S0,0.09,11,0.04,0.06,1.0,Anormal
175,http,1724,0.0,SF,1.0,210,0.82,0.07,0.01,normal
164,ftp,599,0.0,SF,1.0,16,0.06,0.79,0.0,Anormal
0,private,0,0.07,S0,0.01,2,0.01,0.07,1.0,Anormal
0,netbios_dgm,0,0.07,S0,0.01,2,0.01,0.07,1.0,Anormal
342,http,665,0.0,SF,1.0,255,1.0,0.0,0.0,normal
1500,smtp,332,0.0,SF,1.0,218,0.82,0.03,0.0,normal
1710,smtp,366,0.0,SF,1.0,142,0.56,0.02,0.0,normal
28,pop_3,93,0.0,SF,1.0,129,0.88,0.02,0.0,Anormal
140,http,4267,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.08,S0,0.09,17,0.07,0.08,1.0,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,0.98,0.12,Anormal
0,telnet,0,0.0,S0,1.0,3,0.43,0.43,1.0,Anormal
245,http,4461,0.0,SF,1.0,255,1.0,0.0,0.0,normal
164,ftp,599,0.0,SF,1.0,14,0.05,0.69,0.0,Anormal
235,http,12823,0.0,SF,1.0,255,1.0,0.0,0.0,normal
353,http,4627,0.0,SF,1.0,255,1.0,0.0,0.0,normal
12,ftp_data,0,0.0,SF,1.0,5,0.23,0.09,0.0,Anormal
265,http,3528,0.0,SF,1.0,179,1.0,0.0,0.0,normal
0,private,0,0.06,REJ,0.08,19,0.14,0.09,0.0,Anormal
0,telnet,0,0.06,RSTO,0.06,17,0.07,0.07,0.0,Anormal
0,private,0,0.06,S0,0.05,16,0.06,0.06,1.0,Anormal
26,ftp,157,0.0,SF,1.0,85,0.47,0.03,0.0,Anormal
44,domain_u,44,0.4,SF,0.8,212,0.83,0.01,0.0,normal
328,http,2404,0.0,SF,1.0,255,1.0,0.0,0.0,normal
18,eco_i,0,0.0,SF,1.0,50,1.0,0.0,0.0,Anormal
0,uucp_path,0,0.08,REJ,0.07,15,0.06,0.08,0.0,Anormal
347,http,521,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.06,S0,0.08,17,0.07,0.06,1.0,Anormal
0,private,0,0.0,RSTR,1.0,1,0.01,0.65,0.0,Anormal
0,private,0,0.06,REJ,0.12,17,0.07,0.05,0.0,Anormal
52,private,55,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,telnet,0,0.0,REJ,1.0,14,0.02,0.03,0.0,Anormal
268,http,16193,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.06,RSTO,0.12,17,0.07,0.05,0.0,Anormal
0,private,0,0.07,REJ,0.09,19,0.07,0.06,0.0,Anormal
46,private,51,0.0,SF,1.0,255,1.0,0.0,0.0,normal
283618,ftp_data,0,0.0,SF,1.0,9,0.14,0.09,0.0,Anormal
12,ftp_data,0,0.0,SF,1.0,15,0.88,0.25,0.0,Anormal
0,imap4,0,0.0,S0,1.0,86,0.34,0.02,1.0,Anormal
0,finger,0,0.06,S0,0.06,16,0.06,0.07,1.0,Anormal
205,http,655,0.0,SF,1.0,255,1.0,0.0,0.0,normal
158,ftp,595,0.0,SF,1.0,16,0.06,0.76,0.0,Anormal
0,private,0,0.08,REJ,0.01,2,0.01,0.08,0.0,Anormal
238,http,780,0.0,SF,1.0,98,1.0,0.0,0.0,normal
0,telnet,44,0.0,S3,1.0,60,0.24,0.68,0.14,Anormal
256,http,22095,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,other,0,1.0,REJ,0.5,1,0.0,0.02,0.0,Anormal
0,pop_3,36,0.0,RSTO,1.0,59,0.24,0.03,0.0,Anormal
245,http,3258,0.0,SF,1.0,255,1.0,0.0,0.0,normal
362,http,677,0.0,SF,1.0,231,1.0,0.0,0.0,normal
54,private,53,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,sunrpc,0,1.0,REJ,0.33,17,0.07,0.03,0.01,Anormal
328,http,2433,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,vmnet,0,0.06,REJ,0.06,16,0.06,0.06,0.0,Anormal
163,http,12206,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.06,REJ,0.04,8,0.03,0.06,0.0,Anormal
54540,http,8315,0.0,S2,1.0,254,1.0,0.01,0.0,Anormal
105,private,146,0.0,SF,1.0,99,0.99,0.02,0.0,normal
32,pop_3,93,0.0,SF,1.0,8,1.0,0.0,0.0,Anormal
53,private,51,0.0,SF,1.0,255,1.0,0.0,0.0,normal
204,http,1762,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,other,0,1.0,REJ,0.0,1,0.0,1.0,0.06,Anormal
162,ftp,597,0.0,SF,1.0,30,0.12,0.03,0.4,Anormal
0,private,0,0.07,REJ,0.07,16,0.06,0.08,0.0,Anormal
0,domain,0,0.09,S0,0.09,14,0.05,0.09,1.0,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,0.94,0.12,Anormal
316,http,817,0.0,SF,1.0,255,1.0,0.0,0.0,normal
52,private,55,0.0,SF,1.0,255,1.0,0.0,0.0,normal
373,http,432,0.0,SF,1.0,255,1.0,0.0,0.0,normal
6932,ftp_data,0,0.0,SF,1.0,5,0.14,0.08,0.0,normal
0,private,0,0.06,REJ,0.06,12,0.05,0.05,0.0,Anormal
32,pop_3,93,0.0,SF,1.0,171,0.67,0.02,0.0,Anormal
232,http,259,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.05,REJ,0.15,20,0.08,0.06,0.0,Anormal
251,http,2984,0.0,SF,1.0,255,1.0,0.0,0.0,normal
287,http,593,0.0,SF,1.0,255,1.0,0.0,0.0,normal
1055,smtp,364,0.0,SF,1.0,192,0.81,0.03,0.0,normal
286,http,920,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.06,REJ,0.1,14,0.05,0.05,0.0,Anormal
321,http,622,0.0,SF,1.0,255,1.0,0.0,0.0,normal
283618,ftp_data,0,0.0,SF,1.0,12,1.0,0.0,0.0,Anormal
1032,ecr_i,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
122,telnet,174,0.0,SF,1.0,182,0.71,0.02,0.0,Anormal
0,imap4,44,1.0,RSTO,0.5,59,0.23,0.02,0.0,Anormal
0,private,0,0.06,REJ,0.04,11,0.04,0.07,0.0,Anormal
0,http,0,0.06,REJ,0.08,20,0.08,0.06,0.0,Anormal
2,private,834163,0.0,S1,1.0,2,0.01,0.03,0.45,normal
0,private,0,0.06,REJ,0.03,5,0.02,0.06,0.0,Anormal
22,domain_u,75,0.67,SF,0.67,134,0.95,0.02,0.0,normal
0,netbios_ns,0,0.07,REJ,0.02,2,0.01,0.06,0.0,Anormal
223,http,8620,0.0,SF,1.0,255,1.0,0.0,0.0,normal
237,http,4228,0.0,SF,1.0,255,1.0,0.0,0.0,normal
45,private,44,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.07,REJ,0.04,9,0.04,0.08,0.0,Anormal
0,private,0,0.86,REJ,0.01,1,0.01,0.8,0.02,Anormal
0,pop_3,0,1.0,REJ,0.33,12,0.05,0.03,0.0,Anormal
0,http,0,0.0,S0,1.0,245,0.96,0.01,0.21,Anormal
301,http,6085,0.0,SF,1.0,255,1.0,0.0,0.0,normal
44,domain_u,71,0.01,SF,0.99,255,1.0,0.0,0.0,normal
54540,http,8314,0.0,SF,1.0,242,0.95,0.01,0.0,Anormal
1,private,1,0.63,SF,0.01,1,0.0,0.85,0.05,Anormal
24,telnet,715,0.75,SF,0.5,53,0.21,0.03,0.0,Anormal
0,other,0,1.0,REJ,0.0,1,0.0,0.09,0.0,Anormal
0,telnet,44,0.0,SF,1.0,161,0.63,0.35,0.49,Anormal
44,domain_u,129,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,mtp,0,0.07,S0,0.01,2,0.01,0.07,1.0,Anormal
0,private,0,0.06,REJ,0.02,2,0.01,0.05,0.0,Anormal
30,pop_3,93,1.0,SF,0.5,249,0.98,0.01,0.0,Anormal
197,http,1485,0.0,SF,1.0,255,1.0,0.0,0.0,normal
242,http,15155,0.0,SF,1.0,255,1.0,0.0,0.0,normal
30,pop_3,93,0.0,SF,1.0,251,0.98,0.01,0.0,Anormal
350,http,5934,0.0,SF,1.0,255,1.0,0.0,0.0,normal
46,domain_u,46,0.02,SF,0.99,254,1.0,0.01,0.0,normal
52,private,52,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,name,0,0.07,REJ,0.03,5,0.02,0.07,0.0,Anormal
239,http,60632,0.0,SF,1.0,255,1.0,0.0,0.01,normal
207,http,386,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.07,REJ,0.14,17,0.07,0.05,0.0,Anormal
180,http,4443,0.0,SF,1.0,255,1.0,0.0,0.0,normal
339,http,396,0.0,SF,1.0,255,1.0,0.0,0.0,normal
642,smtp,331,0.0,SF,1.0,140,0.37,0.05,0.0,normal
55,private,52,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,1.0,REJ,0.0,1,0.0,0.98,0.17,Anormal
341,http,2315,0.0,SF,1.0,255,1.0,0.0,0.0,normal
49,private,0,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
42,domain_u,42,0.0,SF,1.0,251,0.98,0.01,0.0,normal
0,private,0,0.07,REJ,0.04,9,0.04,0.08,0.0,Anormal
54540,http,8314,0.0,SF,1.0,255,1.0,0.0,0.0,Anormal
105,private,0,0.0,SF,1.0,253,0.99,0.01,0.0,normal
285,http,1892,0.0,SF,1.0,255,1.0,0.0,0.0,normal
0,private,0,0.06,REJ,0.13,19,0.07,0.06,0.0,Anormal
